customer_id,first_name,last_name,email,phone_number,date_of_birth,address,city,state,zip_code,country,registration_date,customer_segment,kyc_status,is_active,annual_income,occupation,nationality
C0000134,James,Sandoval,angelagrant@example.net,895-776-1228,1953-04-03,975 Pierce Islands,Robertchester,GU,95641,USA,2025-05-17,Premium,Verified,True,131157.67,Investment Manager,New Caledonia
C0000135,Anna,Lewis,michael77@example.com,6045908240,1956-09-28,0488 Clinton Mount,Ericview,MN,76805,USA,2025-01-23,Retail,Verified,True,22931.98,Teacher,Djibouti
C0000136,Lisa,Davis,ncarroll@example.net,257-827-9194,1957-10-18,55661 Julie Vista,Lake Kimberlyfurt,AR,40449,USA,2026-03-25,Premium,Pending,True,250186.18,Business Owner,Armenia
C0000137,Amber,Hernandez,ericnunez@example.com,399.981.3646x225,1962-02-02,641 Shaw Trail,Port Dennis,OH,26467,USA,2026-01-27,Retail,Pending,True,24547.7,Student,Indonesia
C0000138,Ashley,Hoffman,johnadams@example.com,491-716-6553x55904,1984-09-29,270 James Landing Apt. 110,New Sara,VI,38208,USA,2024-01-22,Retail,Verified,True,30914.15,Warehouse Worker,Guam
C0000139,Linda,Torres,njohnson@example.net,+1-433-288-4879,1987-07-29,804 Brian Flats Suite 070,South Donnastad,VI,14642,USA,2024-01-30,Premium,Verified,True,160831.15,Architect,French Guiana
C0000140,Nicole,Hughes,tromero@example.org,679-781-2387x80038,1999-05-22,2055 Garrett Freeway Suite 046,New Stacybury,FL,45299,USA,2025-09-02,Retail,Verified,False,19625.16,Retail Worker,Palestinian Territory
C0000141,Christopher,Reyes,robertberry@example.com,495-878-2329x8324,1949-09-13,925 Angela Stravenue,East Lonnieberg,VA,04365,USA,2025-05-10,Premium,Verified,True,113150.71,Investment Manager,Turkmenistan
C0000142,Robert,Jenkins,oreese@example.net,523-512-2099x499,2006-07-26,051 Anderson Vista,Josephstad,HI,51286,USA,2026-02-02,Retail,Verified,True,69812.71,Retired,Lebanon
C0000143,Frank,Perez,aduran@example.com,(233)831-2797x57366,1949-09-19,9998 Abigail Mission Suite 038,Terrellton,OH,51278,USA,2026-03-12,Retail,Verified,True,16256.67,Retail Worker,Serbia
C0000144,Sydney,Lee,tsanders@example.com,326.449.0827x718,1983-04-11,6570 Shawn Station,South Christopher,MD,91165,USA,2024-09-11,Retail,Verified,True,39827.66,Sales Associate,Saint Barthelemy
C0000145,David,Wilson,fwalters@example.net,001-468-492-6860x259,1990-04-05,06447 Sims Crest,East Adam,WV,33676,USA,2024-01-19,Premium,Verified,True,115373.47,Consultant,Kuwait
C0000146,Melissa,Stephens,franklintrevor@example.org,001-577-667-1990,1974-03-23,22050 Melissa Shores,Markland,AR,14773,USA,2025-10-09,Retail,Verified,True,53686.21,Nurse,Christmas Island
C0000147,Emily,Carr,tammycurry@example.com,3146556168,1951-05-05,14586 Heather Ridge Apt. 198,South Jenniferport,NE,80303,USA,2025-05-06,Retail,Verified,True,19565.53,Administrative Assistant,Eritrea
C0000148,Barbara,Hanson,christinacrawford@example.net,+1-577-829-3430x1071,1976-02-11,55830 Hannah Glens Apt. 448,Katieville,TX,44185,USA,2025-06-14,Retail,Verified,True,18765.43,Warehouse Worker,Indonesia
C0000149,Ashley,Choi,jamesbass@example.net,670.727.2785x7608,1989-08-27,95512 Pittman Junction,Simsburgh,OK,79889,USA,2025-08-28,Retail,Verified,True,47144.41,Retail Worker,Colombia
C0000150,Darryl,Patton,janet50@example.com,(517)335-7438x42150,1980-11-11,078 James Orchard Suite 521,East Jenny,NH,51302,USA,2026-03-22,Retail,Verified,True,42129.03,Warehouse Worker,Brazil
C0000151,Larry,Williams,cookpamela@example.org,340.694.3533x44857,1940-08-22,41098 Jamie Keys,Josephport,OK,32590,USA,2024-09-23,Business,Verified,True,327877.15,Operations Manager,Barbados
C0000152,Christina,Morgan,bwilliams@example.com,+1-601-760-1662x99795,1961-07-20,817 Christopher Unions,Davisport,TX,84966,USA,2025-12-23,Retail,Verified,True,43183.95,Retail Worker,Latvia
C0000153,Stacey,Thomas,roberta62@example.net,+1-755-477-0171x57724,1956-02-16,1581 Patel Locks,Allenbury,OH,21344,USA,2026-01-19,Business,Pending,True,155745.76,Sole Trader,Hungary
C0000154,Matthew,Cervantes,bmueller@example.net,983-421-9719x97581,1944-11-08,1919 Murphy Rue Apt. 132,Port Dwayneberg,NV,70133,USA,2025-03-28,Retail,Verified,True,40787.33,Retail Worker,Iceland
C0000155,Becky,Gonzalez,kevin46@example.net,(219)209-8624x058,1982-04-02,40369 Garrett Station Suite 666,Lake Glenn,DC,25172,USA,2025-08-20,Retail,Verified,True,42046.7,Driver,Tajikistan
C0000156,Michael,Butler,whitney22@example.org,902-876-2126,2003-04-10,8687 Kelly Ferry,Jacobsshire,NM,96303,USA,2025-01-02,Retail,Verified,True,25408.13,Teacher,Rwanda
C0000157,Joseph,House,arthur09@example.com,001-351-597-1284x781,1974-07-03,189 Austin Junctions Apt. 778,Berrymouth,MT,46758,USA,2025-04-02,Retail,Verified,True,92308.11,Driver,French Guiana
C0000158,Austin,Livingston,jessica94@example.org,+1-379-629-0490x4712,1951-10-05,94440 Cassandra Ramp Apt. 752,Kimberlybury,NM,24200,USA,2026-03-30,Business,Verified,True,392019.29,CFO,Tokelau
C0000159,Matthew,Miller,caitlinunderwood@example.com,001-966-837-2395x04102,1942-08-12,7836 Wells Drive Suite 047,Gregoryhaven,TX,05877,USA,2024-05-31,Premium,Verified,True,48301.5,Financial Analyst,United States Virgin Islands
C0000160,Dana,Blanchard,pbishop@example.com,744-214-9673x93852,1976-07-07,06181 Bell Stream,Johnathanton,AK,81686,USA,2024-05-22,Retail,Pending,False,50426.74,Nurse,Azerbaijan
C0000161,Brooke,Shannon,stephanielittle@example.net,619-626-9212,2004-03-23,174 Schwartz Shores Suite 421,Kimberlyfurt,MS,44102,USA,2024-04-03,Business,Verified,True,123038.75,Managing Partner,Eritrea
C0000162,Lisa,Thompson,vasquezsarah@example.net,(227)312-8639x1741,2005-05-22,470 Hernandez Route,North Elizabethview,FL,92258,USA,2025-05-27,Premium,Verified,True,158300.56,Architect,United Kingdom
C0000163,Autumn,Robertson,zmendoza@example.net,001-218-330-6719x85546,1966-12-28,517 Holland Fall Apt. 634,Mosleystad,NM,11624,USA,2025-11-11,Premium,Expired,True,197828.81,Financial Analyst,Saint Pierre and Miquelon
C0000164,Donald,Lee,tracybrown@example.net,+1-547-987-0050x5061,1953-04-03,931 Jill Overpass,South Rebeccaton,IA,92421,USA,2024-07-21,Retail,Verified,False,24092.57,Sales Associate,American Samoa
C0000165,Cynthia,Conway,bryantgeorge@example.net,811-779-9313,1952-01-31,1982 Copeland Underpass Apt. 092,Bryanview,FL,99794,USA,2025-10-06,Retail,Verified,True,58787.71,Sales Associate,Chile
C0000166,Mitchell,Martin,sarawilliams@example.org,+1-896-920-7100x2194,1987-09-29,24876 Sharon Ridge,New Hectorfort,RI,12038,USA,2025-04-12,Retail,Verified,True,44640.22,Retired,Guernsey
C0000167,Adam,Young,downstiffany@example.net,(988)437-3403x127,1968-11-09,005 Clark Glen,Christinamouth,AZ,14187,USA,2024-03-22,Retail,Verified,True,54777.24,Retail Worker,Uzbekistan
C0000168,Gregory,Floyd,erobertson@example.org,001-579-895-6353x1531,1976-12-05,3179 Brown Mews,East Sarah,NH,23839,USA,2025-08-24,Premium,Verified,True,308067.99,Software Engineer,Holy See (Vatican City State)
C0000169,Stephen,Lee,theresa35@example.org,4907421776,1949-08-23,9292 Christopher Walks,Atkinsborough,OR,62562,USA,2025-12-19,Business,Verified,True,220508.06,Managing Partner,Fiji
C0000170,Jessica,Fitzgerald,johnhamilton@example.org,001-229-806-0078,1941-05-07,1773 Angela Bridge Suite 325,Johnland,AK,63387,USA,2025-04-18,Retail,Verified,True,24912.67,Retail Worker,Central African Republic
C0000171,Stephen,Hudson,braysteven@example.org,001-862-657-0165x804,1988-03-21,195 Zachary Spring,Pamelaville,MS,48419,USA,2025-12-23,Premium,Verified,True,57889.5,Architect,Niger
C0000172,Michael,Thompson,castrokim@example.org,238-317-9335x54864,1943-02-21,7788 Theodore Place Suite 795,East Patriciamouth,CO,11009,USA,2025-08-29,Retail,Pending,False,24151.33,Retired,Ukraine
C0000173,Keith,Frye,martindaniel@example.org,223.680.4682x7567,1952-07-12,03856 Rios Turnpike,Toddhaven,MP,72389,USA,2025-11-22,Retail,Verified,True,34942.15,Retail Worker,Kuwait
C0000174,Ashley,Villanueva,george43@example.com,(440)425-4729x284,1961-01-20,31059 Scott Land,East Anna,AZ,87736,USA,2025-05-07,Retail,Verified,True,43069.74,Teacher,Guatemala
C0000175,Nathan,Fernandez,amandamartinez@example.org,(472)975-2088x5474,1950-06-06,170 Erica Crescent Suite 069,South Michael,MD,07714,USA,2024-10-30,Premium,Verified,True,116542.87,Financial Analyst,Myanmar
C0000176,Jeffrey,Walls,james18@example.com,+1-818-763-7599x80562,1976-03-08,0455 Madden Well Apt. 376,Robertschester,VA,54790,USA,2024-08-04,Retail,Expired,True,54917.74,Teacher,Syrian Arab Republic
C0000177,Carla,Thomas,thomas85@example.org,001-961-406-4628,1980-04-26,64870 Davenport Hollow,Hansenmouth,IN,04018,USA,2024-01-04,Business,Verified,True,271142.97,CEO,Cape Verde
C0000178,Kevin,Davidson,qmartinez@example.com,(827)630-1471x95979,1958-03-27,158 Megan Estates Apt. 257,West Frank,KY,47839,USA,2025-10-13,Premium,Verified,True,236125.91,Consultant,North Macedonia
C0000179,Stephanie,Williams,alyssa18@example.org,001-721-492-8554x45189,2002-06-06,84576 Mccall Estates,East Ericbury,MP,25197,USA,2026-03-27,Business,Verified,True,217134.99,Operations Manager,Tanzania
C0000180,Jennifer,Park,butlersabrina@example.org,(707)454-5279,1976-07-27,13223 Martinez Curve Apt. 611,Port Toddchester,AZ,26237,USA,2024-06-16,Business,Verified,True,2364637.6,Sole Trader,Antigua and Barbuda
C0000181,Donna,Watkins,qwilson@example.org,440-711-9393,1994-04-30,24955 Melissa Tunnel,New Ashley,CT,76278,USA,2024-01-22,Retail,Pending,True,49653.97,Retired,Marshall Islands
C0000182,Jennifer,Brandt,rachelmedina@example.net,438-775-9271,1955-02-16,3836 Kathleen Island Apt. 718,South Kathryn,VT,38285,USA,2024-03-04,Retail,Failed,True,23657.16,Warehouse Worker,Belize
C0000183,Tristan,Cruz,tburke@example.net,938.364.6317x520,1962-09-09,8112 Morales Ramp Apt. 215,West James,PR,53491,USA,2024-07-09,Retail,Verified,True,21259.39,Nurse,Djibouti
C0000184,Roger,Porter,katelyn65@example.com,+1-496-278-4271x14773,1997-05-24,017 Teresa Light,Ericville,WV,10530,USA,2026-03-18,Business,Verified,True,394738.16,CEO,Seychelles
C0000185,Laura,Harris,qhenry@example.net,288-400-6167x56770,1973-11-08,276 Larry Loaf Suite 197,Alvarezburgh,NY,07806,USA,2025-08-30,Retail,Verified,True,32476.39,Sales Associate,Estonia
C0000186,Brittany,Gray,katie45@example.org,8903255905,1974-01-09,5650 John Rue Suite 911,Dannyburgh,AK,71072,USA,2025-05-21,Retail,Verified,True,51896.17,Retired,Argentina
C0000187,Diane,Henderson,sadams@example.com,001-905-369-6591,1971-09-22,7852 Cox Mews,South Cynthia,WY,10373,USA,2026-04-12,Premium,Verified,True,131129.75,Architect,Croatia
C0000188,Joseph,Evans,nballard@example.net,991-895-4198,1959-12-01,1484 Alvarado Island,South Richard,RI,68051,USA,2025-12-05,Retail,Verified,True,35016.88,Sales Associate,Paraguay
C0000189,Amy,Ibarra,barbaralewis@example.net,548.496.9083x572,1992-04-24,6513 Adams Heights Apt. 493,Allenberg,ID,04132,USA,2025-01-16,Premium,Verified,True,59392.53,Investment Manager,South Georgia and the South Sandwich Islands
C0000190,Lance,Washington,chenderson@example.org,(942)204-4820,1996-08-26,59416 Powers Course,Hahnberg,IA,15172,USA,2026-02-16,Retail,Expired,True,17027.35,Retired,Venezuela
C0000191,Alejandra,Calderon,tyler13@example.net,355-496-3632,1948-07-27,7649 Tracy Landing,West Amyfort,TX,32790,USA,2025-03-07,Business,Verified,True,187735.26,Business Owner,Turkmenistan
C0000192,Sharon,Cox,lori09@example.org,001-203-848-6451x8376,1993-09-24,1343 Ruth Roads Suite 604,Port Kimberlyfort,NJ,97093,USA,2025-10-03,Retail,Verified,True,55725.85,Retired,Vanuatu
C0000193,Marvin,Henderson,hollowayholly@example.net,456-998-5700,1997-08-08,63459 Daniel Gateway,Port Brooke,MT,42365,USA,2025-12-02,Retail,Verified,True,40418.66,Warehouse Worker,Lesotho
C0000194,Jill,Green,lauren31@example.com,(926)569-3008x931,1999-10-21,206 Burke Drive Apt. 529,North Jenniferchester,WI,59969,USA,2026-02-06,Premium,Verified,True,46749.4,Investment Manager,British Indian Ocean Territory (Chagos Archipelago)
C0000195,Jennifer,Lee,keith76@example.org,(939)534-3626x20443,1955-08-21,710 Anderson Islands Suite 366,Charlesside,AR,07331,USA,2025-06-01,Retail,Verified,True,39600.24,Teacher,Venezuela
C0000196,Thomas,Gomez,smithwilliam@example.com,965-428-0924x2875,1956-05-05,8624 Lawrence Crossroad,Savageview,WA,47764,USA,2025-10-30,Retail,Verified,True,44031.42,Retired,Finland
C0000197,Natalie,Austin,zachary62@example.com,001-672-487-0320x3207,2001-10-18,1707 Zhang Points Suite 771,North Michael,IL,37740,USA,2024-10-07,Premium,Verified,True,58086.32,Business Owner,Syrian Arab Republic
C0000198,Karen,Carson,brandybonilla@example.net,001-392-761-3715x04165,1951-10-24,17774 Mark Cape,Nguyenshire,DC,28205,USA,2024-03-16,Retail,Verified,True,39216.88,Administrative Assistant,Spain
C0000199,Justin,Yates,paynecarrie@example.org,(342)636-1032x6642,1984-02-28,4925 Marilyn Passage Apt. 776,Adamschester,CO,99655,USA,2025-10-18,Premium,Expired,True,102224.35,Investment Manager,Sudan
C0000200,Christina,Hamilton,gdavis@example.com,632.478.8147x617,1965-06-02,438 Phillips Causeway,North Williamhaven,NE,54636,USA,2024-05-26,Retail,Verified,True,20506.86,Retired,Kyrgyz Republic
C0000201,Jennifer,Hess,jonathan18@example.org,772-926-0164,1985-05-01,452 Jacob Summit Suite 168,North Randalltown,GA,86458,USA,2026-01-11,Premium,Pending,True,122353.84,Attorney,Kuwait
C0000202,Richard,Sandoval,nturner@example.com,001-564-912-2031x030,1987-06-09,368 Christopher Trail,Hernandezchester,AK,15765,USA,2024-09-15,Retail,Verified,True,48068.98,Administrative Assistant,United Kingdom
C0000203,Joanne,Wallace,cruiz@example.net,834.896.0501,1950-09-25,998 Johnson Locks Suite 899,Hallton,NC,02993,USA,2025-10-17,Premium,Pending,True,189062.09,Consultant,Morocco
C0000204,Angela,Adams,hsmall@example.com,+1-557-760-2437x573,1961-11-08,46657 Christy Haven Apt. 722,East Catherine,CT,55024,USA,2026-02-05,Retail,Verified,True,61506.68,Driver,Gabon
C0000205,Jason,Williams,howardjose@example.net,(528)301-5619,1956-05-01,4550 Kemp Walk,Lake Brentmouth,AS,60418,USA,2024-06-21,Retail,Verified,True,18236.23,Student,Botswana
C0000206,Cheryl,Casey,colonbobby@example.org,(313)452-4787,1993-07-21,2137 Hammond Avenue Apt. 754,North Joseph,VT,99440,USA,2025-10-06,Retail,Pending,True,22721.97,Warehouse Worker,Guyana
C0000207,Elizabeth,Hernandez,icobb@example.com,(867)485-0720x81155,1983-03-12,60290 Barnes Springs Suite 550,Rachelberg,UT,53445,USA,2025-11-24,Retail,Verified,True,46981.9,Retired,Norway
C0000208,Paige,Weber,zterry@example.net,(334)610-8562x8843,1954-04-27,200 Allen Trail Suite 681,Port Nathanhaven,MI,16729,USA,2024-03-15,Premium,Verified,True,134359.13,Architect,Saudi Arabia
C0000209,Shelly,West,chaveztonya@example.net,001-498-893-5449,1984-08-28,58935 Garcia Station,Pooleland,CO,08652,USA,2025-10-22,Business,Verified,True,405160.33,CFO,Tuvalu
C0000210,Thomas,Griffin,erica69@example.net,964.497.6776x22827,1949-03-18,377 Julie Points,Sandraville,PA,54059,USA,2024-06-20,Premium,Verified,True,996135.82,Attorney,British Indian Ocean Territory (Chagos Archipelago)
C0000211,Ashley,Williams,davidtorres@example.com,947-202-2960x4432,1965-07-06,510 Olson Inlet,Mcculloughfurt,NJ,94877,USA,2024-07-25,Retail,Failed,True,48312.48,Teacher,Serbia
C0000212,William,Murray,jcontreras@example.net,419-296-6365x80741,1949-10-14,181 Stephanie Plains Apt. 983,Shawtown,DE,86779,USA,2026-04-06,Retail,Verified,True,64073.29,Warehouse Worker,Cocos (Keeling) Islands
C0000213,Andrew,Buchanan,mariacombs@example.net,418.895.6907x056,2005-11-07,564 Danny Courts,West Douglas,KS,12248,USA,2024-08-27,Retail,Verified,True,58512.8,Driver,Gambia
C0000214,Richard,Jackson,howard04@example.com,552-565-4610,2005-02-26,8861 Brown Mountain,Jonestown,MT,83540,USA,2024-12-29,Retail,Pending,True,50296.74,Sales Associate,United States Minor Outlying Islands
C0000215,Andrew,Spencer,sanchezangela@example.org,896-971-8325x8238,2000-08-30,79420 Sarah Orchard,Carlafurt,MI,83365,USA,2024-11-26,Retail,Verified,True,31019.32,Retail Worker,Myanmar
C0000216,William,Williams,turnerrandall@example.org,(684)963-9855,1997-07-27,55379 Smith Square Apt. 097,North Emilychester,OH,91791,USA,2026-01-29,Retail,Verified,True,53076.24,Retired,Serbia
C0000217,Amanda,Cobb,ryanpatricia@example.net,515.969.5620x175,1967-02-02,04531 Stokes Forges,South Tammy,AZ,37300,USA,2026-02-04,Business,Verified,True,144601.91,Operations Manager,United Kingdom
C0000218,Jasmine,Clark,traceylittle@example.org,498-372-8399x921,1988-04-09,9384 Melanie Brooks,Erinmouth,AL,56483,USA,2024-03-21,Business,Expired,True,222024.97,Company Secretary,Timor-Leste
C0000219,Marcus,Richard,rhill@example.net,275.880.3046x875,2004-03-29,1903 Rosario Gateway,East Mark,CA,82551,USA,2024-05-30,Retail,Verified,True,28490.28,Student,Antarctica (the territory South of 60 deg S)
C0000220,Ryan,Johnson,mary31@example.com,950.358.3199,1973-01-08,110 Nicholas Vista Apt. 207,West Cherylchester,CA,13847,USA,2024-03-27,Premium,Verified,True,103686.22,Business Owner,Monaco
C0000221,Kenneth,James,williamsonrobert@example.net,+1-790-576-7699x15078,1943-11-30,09193 Dana Glens,Robertmouth,HI,32371,USA,2024-08-01,Retail,Expired,True,115535.06,Student,South Georgia and the South Sandwich Islands
C0000222,Bruce,Collins,ppalmer@example.com,498-222-7495x4508,1943-05-12,806 Gonzalez Flats,Port Casey,ID,88038,USA,2026-01-09,Retail,Verified,True,14276.46,Teacher,Puerto Rico
C0000223,Tina,Greene,melissa95@example.net,565-521-7073x0337,1987-06-10,563 Lopez Avenue Suite 015,New Dariusport,NV,25981,USA,2025-07-13,Business,Verified,True,464635.34,Business Owner,Aruba
C0000224,Anthony,Gonzalez,jefferygreen@example.org,583-623-0241x02615,2006-09-24,55289 Johns Circles Apt. 223,New Nicholas,MN,42175,USA,2025-10-29,Premium,Verified,True,37510.29,Software Engineer,North Macedonia
C0000225,Samantha,Hines,melissaphillips@example.org,830-742-8973x17912,1957-01-01,725 Fox Orchard Suite 749,Littleshire,SD,05298,USA,2024-11-17,Retail,Verified,True,28682.26,Driver,Cyprus
C0000226,James,Roy,brobinson@example.com,001-925-748-1214,2001-04-04,078 Simmons Mountain,Ortizfort,MD,36286,USA,2025-08-16,Retail,Failed,True,62597.17,Retail Worker,Anguilla
C0000227,Scott,Baker,howardchristopher@example.net,781.643.1115x08353,1952-07-31,439 Yesenia Terrace Suite 044,Kristafurt,MO,76516,USA,2024-01-19,Premium,Verified,True,102597.41,Attorney,Latvia
C0000228,William,Juarez,michelleperez@example.net,001-837-838-9877x5153,1984-11-14,7805 Barbara Crossroad,Sherrytown,NM,86857,USA,2025-07-04,Retail,Verified,True,21186.67,Driver,Guadeloupe
C0000229,Robert,Jennings,sfarmer@example.net,859-809-0225x9999,1955-09-15,1863 Rodriguez Port,Fowlerport,CO,22969,USA,2024-06-11,Retail,Verified,True,25396.03,Administrative Assistant,Peru
C0000230,Gregory,Serrano,mjohnson@example.org,(743)834-8170x5802,1977-12-26,12867 Paul Way Apt. 234,Meyersfort,GA,79630,USA,2025-04-27,Retail,Failed,True,51011.12,Retail Worker,Namibia
C0000231,Wayne,Cohen,james27@example.org,(993)785-9777x9014,1954-03-04,9263 Rachel Street Suite 762,South Hollyton,IA,21201,USA,2025-03-01,Business,Failed,False,149597.96,Business Owner,Turkmenistan
C0000232,Amanda,Estrada,wolfejennifer@example.org,568.215.1185x6724,1983-02-07,17656 Randy Branch Suite 125,Washingtonland,CO,72384,USA,2025-01-11,Premium,Verified,True,112406.29,Physician,Rwanda
C0000233,Samuel,Ruiz,mckenzie20@example.net,624-418-6210,2005-01-03,2308 Scott Causeway Apt. 647,New Adamfurt,WI,26943,USA,2025-01-22,Retail,Expired,True,37152.48,Student,Holy See (Vatican City State)
C0000234,John,Davis,ajohnson@example.com,313.712.2068,2002-03-15,393 Mcmillan Crest Apt. 315,Glennfurt,SD,41951,USA,2024-01-19,Business,Pending,True,159327.92,Company Secretary,Iceland
C0000235,Stephen,Jones,debra50@example.org,664.397.1892,1954-11-03,625 Cynthia Spurs Suite 715,New Rhondamouth,MS,67482,USA,2024-12-27,Retail,Verified,True,106082.47,Retail Worker,Macao
C0000236,Janet,Smith,jensenpenny@example.com,663.591.0257,1980-05-03,3039 Stevenson Isle,West Lonnie,WY,05692,USA,2026-03-20,Retail,Pending,False,49859.26,Nurse,Somalia
C0000237,Robert,Hess,perezjessica@example.com,738.403.3968,2006-11-19,017 Stephanie Center Apt. 321,New Ana,WY,27288,USA,2025-01-02,Retail,Verified,True,13192.83,Warehouse Worker,Madagascar
